"Title","Description","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass","RDataPath"
"clustering_summary_filteredExpr10_KumarTCC_v1","Clustering results for sce_filteredExpr10_KumarTCC, corresponding to v1 of Duo et al (F1000Research 2018)","3.7","GRCm38","rds",NA,NA,"Mus musculus","10090",NA,"Robinson group (UZH)","Angelo Duo <angelo.duo@icloud.com>","data.frame","Rds","DuoClustering2018/output/clustering_summary_filteredExpr10_KumarTCC_v1.rds"
"clustering_summary_filteredHVG10_KumarTCC_v1","Clustering results for sce_filteredHVG10_KumarTCC, corresponding to v1 of Duo et al (F1000Research 2018)","3.7","GRCm38","rds",NA,NA,"Mus musculus","10090",NA,"Robinson group (UZH)","Angelo Duo <angelo.duo@icloud.com>","data.frame","Rds","DuoClustering2018/output/clustering_summary_filteredHVG10_KumarTCC_v1.rds"
"clustering_summary_filteredM3Drop10_KumarTCC_v1","Clustering results for sce_filteredM3Drop10_KumarTCC, corresponding to v1 of Duo et al (F1000Research 2018)","3.7","GRCm38","rds",NA,NA,"Mus musculus","10090",NA,"Robinson group (UZH)","Angelo Duo <angelo.duo@icloud.com>","data.frame","Rds","DuoClustering2018/output/clustering_summary_filteredM3Drop10_KumarTCC_v1.rds"
"clustering_summary_filteredExpr10_Trapnell_v1","Clustering results for sce_filteredExpr10_Trapnell, corresponding to v1 of Duo et al (F1000Research 2018)","3.7","GRCh38","rds","",NA,"Homo sapiens","9606",NA,"Robinson group (UZH)","Angelo Duo <angelo.duo@icloud.com>","data.frame","Rds","DuoClustering2018/output/clustering_summary_filteredExpr10_Trapnell_v1.rds"
"clustering_summary_filteredHVG10_Trapnell_v1","Clustering results for sce_filteredHVG10_Trapnell, corresponding to v1 of Duo et al (F1000Research 2018)","3.7","GRCh38","rds","",NA,"Homo sapiens","9606",NA,"Robinson group (UZH)","Angelo Duo <angelo.duo@icloud.com>","data.frame","Rds","DuoClustering2018/output/clustering_summary_filteredHVG10_Trapnell_v1.rds"
"clustering_summary_filteredM3Drop10_Trapnell_v1","Clustering results for sce_filteredM3Drop10_Trapnell, corresponding to v1 of Duo et al (F1000Research 2018)","3.7","GRCh38","rds","",NA,"Homo sapiens","9606",NA,"Robinson group (UZH)","Angelo Duo <angelo.duo@icloud.com>","data.frame","Rds","DuoClustering2018/output/clustering_summary_filteredM3Drop10_Trapnell_v1.rds"
"clustering_summary_filteredExpr10_TrapnellTCC_v1","Clustering results for sce_filteredExpr10_TrapnellTCC, corresponding to v1 of Duo et al (F1000Research 2018)","3.7","GRCh38","rds","",NA,"Homo sapiens","9606",NA,"Robinson group (UZH)","Angelo Duo <angelo.duo@icloud.com>","data.frame","Rds","DuoClustering2018/output/clustering_summary_filteredExpr10_TrapnellTCC_v1.rds"
"clustering_summary_filteredHVG10_TrapnellTCC_v1","Clustering results for sce_filteredHVG10_TrapnellTCC, corresponding to v1 of Duo et al (F1000Research 2018)","3.7","GRCh38","rds","",NA,"Homo sapiens","9606",NA,"Robinson group (UZH)","Angelo Duo <angelo.duo@icloud.com>","data.frame","Rds","DuoClustering2018/output/clustering_summary_filteredHVG10_TrapnellTCC_v1.rds"
"clustering_summary_filteredM3Drop10_TrapnellTCC_v1","Clustering results for sce_filteredM3Drop10_TrapnellTCC, corresponding to v1 of Duo et al (F1000Research 2018)","3.7","GRCh38","rds",NA,NA,"Homo sapiens","9606",NA,"Robinson group (UZH)","Angelo Duo <angelo.duo@icloud.com>","data.frame","Rds","DuoClustering2018/output/clustering_summary_filteredM3Drop10_TrapnellTCC_v1.rds"
"clustering_summary_filteredExpr10_Zhengmix4eq_v1","Clustering results for sce_filteredExpr10_Zhengmix4eq, corresponding to v1 of Duo et al (F1000Research 2018)","3.7","hg19","rds",NA,NA,"Homo sapiens","9606",NA,"Robinson group (UZH)","Angelo Duo <angelo.duo@icloud.com>","data.frame","Rds","DuoClustering2018/output/clustering_summary_filteredExpr10_Zhengmix4eq_v1.rds"
"clustering_summary_filteredHVG10_Zhengmix4eq_v1","Clustering results for sce_filteredHVG10_Zhengmix4eq, corresponding to v1 of Duo et al (F1000Research 2018)","3.7","hg19","rds",NA,NA,"Homo sapiens","9606",NA,"Robinson group (UZH)","Angelo Duo <angelo.duo@icloud.com>","data.frame","Rds","DuoClustering2018/output/clustering_summary_filteredHVG10_Zhengmix4eq_v1.rds"
"clustering_summary_filteredM3Drop10_Zhengmix4eq_v1","Clustering results for sce_filteredM3Drop10_Zhengmix4eq, corresponding to v1 of Duo et al (F1000Research 2018)","3.7","hg19","rds",NA,NA,"Homo sapiens","9606",NA,"Robinson group (UZH)","Angelo Duo <angelo.duo@icloud.com>","data.frame","Rds","DuoClustering2018/output/clustering_summary_filteredM3Drop10_Zhengmix4eq_v1.rds"
"clustering_summary_filteredExpr10_Zhengmix4uneq_v1","Clustering results for sce_filteredExpr10_Zhengmix4uneq, corresponding to v1 of Duo et al (F1000Research 2018)","3.7","hg19","rds",NA,NA,"Homo sapiens","9606",NA,"Robinson group (UZH)","Angelo Duo <angelo.duo@icloud.com>","data.frame","Rds","DuoClustering2018/output/clustering_summary_filteredExpr10_Zhengmix4uneq_v1.rds"
"clustering_summary_filteredHVG10_Zhengmix4uneq_v1","Clustering results for sce_filteredHVG10_Zhengmix4uneq, corresponding to v1 of Duo et al (F1000Research 2018)","3.7","hg19","rds",NA,NA,"Homo sapiens","9606",NA,"Robinson group (UZH)","Angelo Duo <angelo.duo@icloud.com>","data.frame","Rds","DuoClustering2018/output/clustering_summary_filteredHVG10_Zhengmix4uneq_v1.rds"
"clustering_summary_filteredM3Drop10_Zhengmix4uneq_v1","Clustering results for sce_filteredM3Drop10_Zhengmix4uneq, corresponding to v1 of Duo et al (F1000Research 2018)","3.7","hg19","rds",NA,NA,"Homo sapiens","9606",NA,"Robinson group (UZH)","Angelo Duo <angelo.duo@icloud.com>","data.frame","Rds","DuoClustering2018/output/clustering_summary_filteredM3Drop10_Zhengmix4uneq_v1.rds"
"clustering_summary_filteredExpr10_Zhengmix8eq_v1","Clustering results for sce_filteredExpr10_Zhengmix8eq, corresponding to v1 of Duo et al (F1000Research 2018)","3.7","hg19","rds",NA,NA,"Homo sapiens","9606",NA,"Robinson group (UZH)","Angelo Duo <angelo.duo@icloud.com>","data.frame","Rds","DuoClustering2018/output/clustering_summary_filteredExpr10_Zhengmix8eq_v1.rds"
"clustering_summary_filteredHVG10_Zhengmix8eq_v1","Clustering results for sce_filteredHVG10_Zhengmix8eq, corresponding to v1 of Duo et al (F1000Research 2018)","3.7","hg19","rds",NA,NA,"Homo sapiens","9606",NA,"Robinson group (UZH)","Angelo Duo <angelo.duo@icloud.com>","data.frame","Rds","DuoClustering2018/output/clustering_summary_filteredHVG10_Zhengmix8eq_v1.rds"
"clustering_summary_filteredM3Drop10_Zhengmix8eq_v1","Clustering results for sce_filteredM3Drop10_Zhengmix8eq, corresponding to v1 of Duo et al (F1000Research 2018)","3.7","hg19","rds",NA,NA,"Homo sapiens","9606",NA,"Robinson group (UZH)","Angelo Duo <angelo.duo@icloud.com>","data.frame","Rds","DuoClustering2018/output/clustering_summary_filteredM3Drop10_Zhengmix8eq_v1.rds"
"clustering_summary_filteredExpr10_SimKumar4easy_v1","Clustering results for sce_filteredExpr10_SimKumar4easy, corresponding to v1 of Duo et al (F1000Research 2018)","3.7","GRCm38","rds",NA,NA,"Mus musculus","10090",NA,"Robinson group (UZH)","Angelo Duo <angelo.duo@icloud.com>","data.frame","Rds","DuoClustering2018/output/clustering_summary_filteredExpr10_SimKumar4easy_v1.rds"
"clustering_summary_filteredHVG10_SimKumar4easy_v1","Clustering results for sce_filteredHVG10_SimKumar4easy, corresponding to v1 of Duo et al (F1000Research 2018)","3.7","GRCm38","rds",NA,NA,"Mus musculus","10090",NA,"Robinson group (UZH)","Angelo Duo <angelo.duo@icloud.com>","data.frame","Rds","DuoClustering2018/output/clustering_summary_filteredHVG10_SimKumar4easy_v1.rds"
"clustering_summary_filteredM3Drop10_SimKumar4easy_v1","Clustering results for sce_filteredM3Drop10_SimKumar4easy, corresponding to v1 of Duo et al (F1000Research 2018)","3.7","GRCm38","rds",NA,NA,"Mus musculus","10090",NA,"Robinson group (UZH)","Angelo Duo <angelo.duo@icloud.com>","data.frame","Rds","DuoClustering2018/output/clustering_summary_filteredM3Drop10_SimKumar4easy_v1.rds"
"clustering_summary_filteredExpr10_SimKumar4hard_v1","Clustering results for sce_filteredExpr10_SimKumar4hard, corresponding to v1 of Duo et al (F1000Research 2018)","3.7","GRCm38","rds",NA,NA,"Mus musculus","10090",NA,"Robinson group (UZH)","Angelo Duo <angelo.duo@icloud.com>","data.frame","Rds","DuoClustering2018/output/clustering_summary_filteredExpr10_SimKumar4hard_v1.rds"
"clustering_summary_filteredHVG10_SimKumar4hard_v1","Clustering results for sce_filteredHVG10_SimKumar4hard, corresponding to v1 of Duo et al (F1000Research 2018)","3.7","GRCm38","rds",NA,NA,"Mus musculus","10090",NA,"Robinson group (UZH)","Angelo Duo <angelo.duo@icloud.com>","data.frame","Rds","DuoClustering2018/output/clustering_summary_filteredHVG10_SimKumar4hard_v1.rds"
"clustering_summary_filteredM3Drop10_SimKumar4hard_v1","Clustering results for sce_filteredM3Drop10_SimKumar4hard, corresponding to v1 of Duo et al (F1000Research 2018)","3.7","GRCm38","rds",NA,NA,"Mus musculus","10090",NA,"Robinson group (UZH)","Angelo Duo <angelo.duo@icloud.com>","data.frame","Rds","DuoClustering2018/output/clustering_summary_filteredM3Drop10_SimKumar4hard_v1.rds"
"clustering_summary_filteredExpr10_SimKumar8hard_v1","Clustering results for sce_filteredExpr10_SimKumar8hard, corresponding to v1 of Duo et al (F1000Research 2018)","3.7","GRCm38","rds",NA,NA,"Mus musculus","10090",NA,"Robinson group (UZH)","Angelo Duo <angelo.duo@icloud.com>","data.frame","Rds","DuoClustering2018/output/clustering_summary_filteredExpr10_SimKumar8hard_v1.rds"
"clustering_summary_filteredHVG10_SimKumar8hard_v1","Clustering results for sce_filteredHVG10_SimKumar8hard, corresponding to v1 of Duo et al (F1000Research 2018)","3.7","GRCm38","rds",NA,NA,"Mus musculus","10090",NA,"Robinson group (UZH)","Angelo Duo <angelo.duo@icloud.com>","data.frame","Rds","DuoClustering2018/output/clustering_summary_filteredHVG10_SimKumar8hard_v1.rds"
"clustering_summary_filteredM3Drop10_SimKumar8hard_v1","Clustering results for sce_filteredM3Drop10_SimKumar8hard, corresponding to v1 of Duo et al (F1000Research 2018)","3.7","GRCm38","rds",NA,NA,"Mus musculus","10090",NA,"Robinson group (UZH)","Angelo Duo <angelo.duo@icloud.com>","data.frame","Rds","DuoClustering2018/output/clustering_summary_filteredM3Drop10_SimKumar8hard_v1.rds"
